State,Date,Retail and Recreation,Grocery and Pharmacy,Parks,Transit,Workplaces,Residential,Confirmed,Recovered,Deceased
Daman and Diu,2020-06-07,-75,-32,-85,-47,7,12,0,0,0
Daman and Diu,2020-06-08,-71,-14,-76,-44,-12,14,0,0,0
Daman and Diu,2020-06-09,-72,-18,-74,-44,-13,13,0,0,0
Daman and Diu,2020-06-10,-69,-13,-72,-42,-15,13,0,0,0
Daman and Diu,2020-06-11,-69,-10,-73,-45,-14,13,0,0,0
Daman and Diu,2020-06-12,-69,-10,-75,-39,-14,13,0,0,0
Daman and Diu,2020-06-13,-71,-17,-78,-43,-14,15,0,0,0
Daman and Diu,2020-06-14,-73,-25,-83,-47,-7,14,0,0,0
Daman and Diu,2020-06-15,-70,-14,-73,-42,-14,14,0,0,0
Daman and Diu,2020-06-16,-69,-13,-74,-41,-16,12,0,0,0
Daman and Diu,2020-06-17,-71,-15,-72,-39,-18,13,0,0,0
Daman and Diu,2020-06-18,-71,-31,-74,-38,-24,17,0,0,0
Daman and Diu,2020-06-19,-74,-40,-76,-46,-31,22,0,0,0
Daman and Diu,2020-06-20,-74,-45,-80,-47,-29,22,0,0,0
Daman and Diu,2020-06-21,-79,-58,-85,-55,-37,24,0,0,0
Daman and Diu,2020-06-22,-71,-27,-74,-44,-21,18,0,0,0
Daman and Diu,2020-06-23,-71,-26,-74,-46,-21,16,0,0,0
Delhi,2020-03-21,-44,-24,-30,-40,-27,10,7,0,0
Delhi,2020-03-22,-87,-83,-77,-81,-68,21,0,0,0
Delhi,2020-03-23,-71,-52,-58,-74,-73,28,3,0,0
Delhi,2020-03-24,-80,-66,-71,-82,-82,32,0,1,0
Delhi,2020-03-25,-86,-76,-78,-87,-85,34,5,0,0
Delhi,2020-03-26,-86,-76,-78,-87,-84,35,1,0,0
Delhi,2020-03-27,-86,-77,-79,-87,-84,36,4,0,0
Delhi,2020-03-28,-86,-77,-78,-85,-80,31,9,0,0
Delhi,2020-03-29,-86,-77,-79,-84,-69,23,23,0,1
Delhi,2020-03-30,-83,-73,-75,-86,-82,34,25,0,0
Delhi,2020-03-31,-84,-74,-76,-86,-83,34,23,0,0
Delhi,2020-04-01,-85,-76,-77,-87,-83,34,32,0,0
Delhi,2020-04-02,-85,-76,-78,-88,-84,36,141,2,2
Delhi,2020-04-03,-84,-73,-76,-87,-82,35,93,0,2
Delhi,2020-04-04,-85,-75,-77,-86,-78,31,59,8,0
Delhi,2020-04-05,-86,-77,-79,-86,-67,23,58,0,1
Delhi,2020-04-06,-84,-73,-76,-87,-84,35,22,0,0
Delhi,2020-04-07,-85,-68,-73,-84,-82,33,51,4,2
Delhi,2020-04-08,-86,-67,-73,-84,-82,34,93,1,0
Delhi,2020-04-09,-86,-67,-75,-85,-83,35,51,4,3
Delhi,2020-04-10,-87,-69,-76,-86,-85,37,183,2,2
Delhi,2020-04-11,-88,-72,-77,-85,-80,32,166,0,5
Delhi,2020-04-12,-89,-74,-79,-84,-69,24,85,1,5
Delhi,2020-04-13,-86,-69,-76,-85,-82,35,356,3,4
Delhi,2020-04-14,-87,-71,-75,-85,-84,34,51,0,2
Delhi,2020-04-15,-87,-68,-76,-84,-81,34,17,10,2
Delhi,2020-04-16,-89,-66,-98,-83,-82,35,62,11,6
Delhi,2020-04-17,-90,-66,-98,-83,-81,36,67,20,4
Delhi,2020-04-18,-91,-71,-98,-83,-78,32,186,135,1
Delhi,2020-04-19,-91,-71,-98,-82,-69,24,110,83,2
Delhi,2020-04-20,-90,-66,-98,-83,-81,35,78,141,2
Delhi,2020-04-21,-90,-68,-98,-84,-82,35,75,180,0
Delhi,2020-04-22,-90,-67,-98,-84,-82,35,92,113,1
Delhi,2020-04-23,-90,-67,-98,-84,-82,36,128,84,2
Delhi,2020-04-24,-90,-66,-98,-84,-81,37,138,49,3
Delhi,2020-04-25,-91,-69,-98,-83,-79,33,111,12,1
Delhi,2020-04-26,-91,-70,-98,-82,-68,25,293,8,0
Delhi,2020-04-27,-89,-65,-98,-83,-80,35,190,0,0
Delhi,2020-04-28,-90,-66,-98,-83,-81,34,206,201,0
Delhi,2020-04-29,-89,-65,-98,-82,-81,35,125,14,2
Delhi,2020-04-30,-89,-66,-96,-82,-81,35,76,2,3
Delhi,2020-05-01,-89,-64,-96,-82,-81,36,223,73,2
Delhi,2020-05-02,-89,-66,-96,-81,-77,32,384,89,3
Delhi,2020-05-03,-90,-68,-97,-80,-67,24,427,106,0
Delhi,2020-05-04,-84,-54,-95,-77,-75,32,349,69,0
Delhi,2020-05-05,-85,-55,-95,-77,-75,32,206,37,0
Delhi,2020-05-06,-84,-52,-95,-76,-73,32,428,74,1
Delhi,2020-05-07,-85,-57,-95,-78,-77,33,448,389,1
Delhi,2020-05-08,-83,-52,-95,-76,-72,32,338,89,2
Delhi,2020-05-09,-85,-57,-95,-75,-70,29,224,0,0
Delhi,2020-05-10,-85,-58,-96,-74,-59,22,381,49,5
Delhi,2020-05-11,-82,-51,-95,-75,-70,31,310,60,0
Delhi,2020-05-12,-83,-53,-95,-75,-71,31,406,383,13
Delhi,2020-05-13,-82,-50,-94,-73,-70,30,359,346,20
Delhi,2020-05-14,-82,-54,-94,-74,-70,30,472,187,9
Delhi,2020-05-15,-81,-48,-94,-73,-68,30,425,473,8
Delhi,2020-05-16,-82,-52,-94,-72,-64,27,438,408,6
Delhi,2020-05-17,-83,-55,-95,-71,-54,21,422,276,19
Delhi,2020-05-18,-79,-46,-93,-71,-63,28,299,283,12
Delhi,2020-05-19,-76,-41,-92,-67,-60,27,500,265,6
Delhi,2020-05-20,-74,-36,-91,-65,-59,26,534,442,10
Delhi,2020-05-21,-73,-37,-92,-65,-58,26,571,375,18
Delhi,2020-05-22,-74,-37,-91,-65,-57,26,660,330,14
Delhi,2020-05-23,-75,-40,-92,-65,-52,24,591,370,23
Delhi,2020-05-24,-76,-41,-93,-64,-43,18,508,273,30
Delhi,2020-05-25,-75,-41,-92,-69,-66,28,635,231,15
Delhi,2020-05-26,-73,-37,-91,-63,-55,24,412,183,12
Delhi,2020-05-27,-73,-35,-91,-63,-55,24,792,310,15
Delhi,2020-05-28,-73,-37,-91,-63,-55,25,1024,231,13
Delhi,2020-05-29,-73,-37,-91,-64,-54,26,1105,351,82
Delhi,2020-05-30,-74,-37,-91,-62,-46,22,1163,229,18
Delhi,2020-05-31,-76,-42,-93,-63,-36,18,1295,403,57
Delhi,2020-06-01,-68,-27,-90,-59,-49,22,990,268,50
Delhi,2020-06-02,-69,-28,-90,-59,-50,22,1298,497,33
Delhi,2020-06-03,-69,-27,-90,-58,-49,22,1513,299,59
Delhi,2020-06-04,-69,-30,-90,-59,-50,23,1359,356,44
Delhi,2020-06-05,-67,-28,-88,-59,-49,23,1330,417,49
Delhi,2020-06-06,-69,-32,-89,-58,-42,20,1320,349,53
Delhi,2020-06-07,-70,-35,-90,-58,-33,16,1282,335,51
Delhi,2020-06-08,-65,-27,-87,-58,-47,21,1007,358,62
Delhi,2020-06-09,-66,-29,-88,-58,-48,21,1366,504,31
Delhi,2020-06-10,-65,-27,-88,-57,-49,21,1501,384,79
Delhi,2020-06-11,-62,-26,-87,-58,-49,22,1877,486,101
Delhi,2020-06-12,-62,-24,-86,-58,-48,22,2137,667,129
Delhi,2020-06-13,-65,-31,-87,-57,-44,20,2134,1547,57
Delhi,2020-06-14,-67,-34,-89,-57,-31,15,2224,878,56
Delhi,2020-06-15,-63,-28,-86,-59,-49,21,1647,604,73
Delhi,2020-06-16,-64,-29,-87,-59,-50,21,1859,73,437
Delhi,2020-06-17,-64,-28,-87,-59,-50,21,2414,957,67
Delhi,2020-06-18,-64,-31,-87,-60,-50,21,2877,3884,65
Delhi,2020-06-19,-64,-29,-86,-60,-49,22,3137,2228,66
Delhi,2020-06-20,-65,-32,-87,-57,-41,18,3630,7725,77
Delhi,2020-06-21,-71,-44,-90,-62,-35,17,3000,1719,63
Delhi,2020-06-22,-61,-27,-86,-58,-49,20,2909,3589,58
Delhi,2020-06-23,-62,-27,-85,-57,-50,20,3947,2711,68
Goa,2020-03-21,-42,-13,-57,-34,-14,7,0,0,0
Goa,2020-03-22,-82,-86,-80,-71,-47,26,0,0,0
Goa,2020-03-23,-76,-72,-72,-67,-68,30,0,0,0
Goa,2020-03-24,-71,-47,-70,-63,-67,27,0,0,0
Goa,2020-03-25,-83,-81,-76,-74,-76,36,3,0,0
Goa,2020-03-26,-81,-78,-75,-73,-73,35,0,0,0
Goa,2020-03-27,-79,-70,-77,-72,-72,34,0,0,0
Goa,2020-03-28,-82,-79,-79,-74,-70,34,0,0,0
Goa,2020-03-29,-81,-78,-80,-73,-47,27,2,0,0
Goa,2020-03-30,-78,-73,-76,-72,-70,34,0,0,0
Goa,2020-03-31,-76,-70,-74,-71,-69,32,0,0,0
Goa,2020-04-01,-77,-70,-73,-70,-69,32,0,0,0
Goa,2020-04-02,-77,-71,-74,-71,-68,32,0,0,0
Goa,2020-04-03,-79,-71,-76,-73,-66,33,1,0,0
Goa,2020-04-04,-80,-74,-77,-73,-62,31,1,0,0
Goa,2020-04-05,-80,-76,-78,-73,-42,26,0,0,0
Goa,2020-04-06,-78,-69,-73,-71,-65,32,0,0,0
Goa,2020-04-07,-78,-62,-72,-64,-65,31,0,0,0
Goa,2020-04-08,-79,-62,-72,-64,-65,31,0,0,0
Goa,2020-04-09,-78,-60,-73,-64,-65,32,0,0,0
Goa,2020-04-10,-82,-68,-76,-68,-70,34,0,1,0
Goa,2020-04-11,-80,-63,-76,-65,-62,31,0,4,0
Goa,2020-04-12,-80,-66,-77,-65,-39,25,0,0,0
Goa,2020-04-13,-78,-59,-73,-63,-62,31,0,0,0
Goa,2020-04-14,-78,-61,-71,-63,-66,31,0,0,0
Goa,2020-04-15,-77,-57,-70,-60,-59,29,0,1,0
Goa,2020-04-16,-81,-54,-76,-58,-60,30,0,0,0
Goa,2020-04-17,-82,-55,-77,-60,-58,31,0,0,0
Goa,2020-04-18,-84,-63,-80,-60,-54,29,0,0,0
Goa,2020-04-19,-83,-63,-80,-60,-35,24,0,1,0
Goa,2020-04-20,-81,-55,-77,-56,-51,27,0,0,0
Goa,2020-04-21,-79,-51,-75,-54,-50,25,0,0,0
Goa,2020-04-22,-80,-53,-75,-54,-50,25,0,0,0
Goa,2020-04-23,-79,-53,-75,-55,-50,26,0,0,0
Goa,2020-04-24,-80,-53,-77,-56,-48,26,0,0,0
Goa,2020-04-25,-81,-58,-79,-57,-46,26,0,0,0
Goa,2020-04-26,-81,-59,-79,-57,-30,23,0,0,0
Goa,2020-04-27,-78,-49,-76,-54,-45,25,0,0,0
Goa,2020-04-28,-76,-47,-74,-52,-45,22,0,0,0
Goa,2020-04-29,-76,-45,-73,-50,-44,23,0,0,0
Goa,2020-04-30,-75,-45,-74,-50,-43,23,0,0,0
Goa,2020-05-01,-77,-49,-76,-55,-60,28,0,0,0
Goa,2020-05-02,-77,-46,-78,-51,-40,22,0,0,0
Goa,2020-05-03,-77,-50,-78,-52,-26,19,0,0,0
Goa,2020-05-04,-72,-35,-76,-45,-35,19,0,0,0
Goa,2020-05-05,-70,-31,-74,-43,-35,18,0,0,0
Goa,2020-05-06,-70,-27,-73,-39,-34,18,0,0,0
Goa,2020-05-07,-69,-26,-71,-41,-35,18,0,0,0
Goa,2020-05-08,-70,-29,-73,-43,-32,19,0,0,0
Goa,2020-05-09,-72,-33,-74,-44,-33,19,0,0,0
Goa,2020-05-10,-73,-40,-73,-45,-20,16,0,0,0
Goa,2020-05-11,-69,-25,-72,-40,-31,17,0,0,0
Goa,2020-05-12,-68,-25,-70,-40,-31,17,0,0,0
Goa,2020-05-13,-69,-24,-70,-36,-31,15,0,0,0
Goa,2020-05-14,-68,-25,-72,-39,-32,16,8,0,0
Goa,2020-05-15,-68,-24,-72,-39,-29,16,0,0,0
Goa,2020-05-16,-71,-32,-73,-39,-29,14,5,0,0
Goa,2020-05-17,-73,-38,-74,-43,-18,15,9,0,0
Goa,2020-05-18,-68,-26,-73,-39,-29,17,9,0,0
Goa,2020-05-19,-67,-26,-71,-39,-30,17,8,0,0
Goa,2020-05-20,-66,-26,-70,-38,-30,17,4,0,0
Goa,2020-05-21,-67,-27,-71,-38,-31,17,2,0,0
Goa,2020-05-22,-67,-28,-73,-42,-28,17,2,9,0
Goa,2020-05-23,-69,-31,-74,-41,-28,17,1,0,0
Goa,2020-05-24,-71,-36,-71,-43,-18,15,11,0,0
Goa,2020-05-25,-68,-34,-70,-43,-44,20,1,3,0
Goa,2020-05-26,-63,-25,-70,-39,-29,15,0,9,0
Goa,2020-05-27,-65,-24,-69,-35,-29,15,1,9,0
Goa,2020-05-28,-65,-24,-70,-36,-29,15,1,1,0
Goa,2020-05-29,-65,-26,-72,-39,-27,15,0,3,0
Goa,2020-05-30,-67,-29,-73,-38,-22,14,1,1,0
Goa,2020-05-31,-69,-35,-70,-42,-16,13,1,2,0
Goa,2020-06-01,-65,-22,-74,-37,-27,14,2,6,0
Goa,2020-06-02,-68,-31,-76,-44,-29,16,6,7,0
Goa,2020-06-03,-70,-28,-75,-42,-33,16,47,0,0
Goa,2020-06-04,-64,-17,-73,-37,-29,14,40,0,0
Goa,2020-06-05,-66,-26,-75,-42,-27,16,30,8,0
Goa,2020-06-06,-67,-29,-76,-42,-24,15,71,0,0
Goa,2020-06-07,-70,-35,-74,-45,-18,15,33,0,0
Goa,2020-06-08,-63,-24,-74,-41,-27,15,30,2,0
Goa,2020-06-09,-60,-23,-72,-41,-28,15,29,0,0
Goa,2020-06-10,-62,-24,-72,-39,-28,15,28,0,0
Goa,2020-06-11,-63,-28,-73,-41,-30,16,30,0,0
Goa,2020-06-12,-68,-38,-77,-47,-29,18,46,2,0
Goa,2020-06-13,-68,-35,-78,-45,-29,17,60,1,0
Goa,2020-06-14,-68,-35,-75,-44,-17,15,41,4,0
Goa,2020-06-15,-63,-28,-75,-42,-29,16,28,11,0
Goa,2020-06-16,-68,-40,-76,-47,-31,18,37,0,0
Goa,2020-06-17,-66,-34,-75,-43,-31,17,27,11,0
Goa,2020-06-18,-66,-36,-76,-45,-32,18,49,13,0
Goa,2020-06-19,-63,-28,-75,-43,-29,16,20,9,0
Goa,2020-06-20,-65,-33,-76,-43,-25,15,29,11,0
Goa,2020-06-21,-70,-45,-75,-49,-21,17,64,6,0
Goa,2020-06-22,-62,-28,-75,-41,-29,16,46,17,1
Goa,2020-06-23,-59,-25,-73,-40,-30,15,45,53,1
Gujarat,2020-03-21,-32,-3,-24,-22,-10,8,7,0,0
Gujarat,2020-03-22,-79,-78,-64,-67,-57,25,4,0,1
Gujarat,2020-03-23,-62,-41,-44,-53,-52,24,12,0,0
Gujarat,2020-03-24,-74,-58,-54,-65,-71,31,4,0,0
Gujarat,2020-03-25,-78,-64,-58,-69,-76,33,4,0,0
Gujarat,2020-03-26,-78,-64,-58,-69,-75,34,5,0,2
Gujarat,2020-03-27,-78,-66,-57,-70,-74,34,4,0,0
Gujarat,2020-03-28,-81,-70,-61,-72,-74,35,8,0,1
Gujarat,2020-03-29,-82,-72,-66,-72,-59,28,8,1,1
Gujarat,2020-03-30,-79,-68,-59,-72,-74,35,7,2,1
Gujarat,2020-03-31,-79,-67,-59,-71,-73,33,4,2,0
Gujarat,2020-04-01,-79,-67,-58,-70,-73,33,13,0,0
Gujarat,2020-04-02,-79,-69,-59,-71,-75,35,1,5,1
Gujarat,2020-04-03,-78,-66,-57,-70,-71,33,7,0,2
Gujarat,2020-04-04,-79,-67,-59,-71,-69,33,13,3,1
Gujarat,2020-04-05,-81,-71,-65,-71,-55,26,20,8,1
Gujarat,2020-04-06,-80,-68,-58,-72,-74,35,18,1,1
Gujarat,2020-04-07,-81,-59,-61,-64,-72,33,29,3,2
Gujarat,2020-04-08,-82,-61,-61,-65,-73,33,11,0,2
Gujarat,2020-04-09,-82,-60,-62,-66,-73,36,76,1,2
Gujarat,2020-04-10,-82,-61,-62,-67,-74,36,116,7,1
Gujarat,2020-04-11,-83,-63,-64,-67,-73,37,90,11,3
Gujarat,2020-04-12,-84,-66,-69,-67,-57,28,48,0,2
Gujarat,2020-04-13,-82,-62,-62,-67,-72,37,56,10,2
Gujarat,2020-04-14,-82,-63,-62,-66,-74,35,78,5,2
Gujarat,2020-04-15,-82,-59,-61,-63,-70,34,116,5,5
Gujarat,2020-04-16,-88,-53,-67,-62,-71,35,163,9,3
Gujarat,2020-04-17,-88,-53,-67,-62,-70,35,170,13,5
Gujarat,2020-04-18,-89,-60,-71,-65,-68,35,277,7,12
Gujarat,2020-04-19,-90,-63,-75,-66,-54,28,367,12,10
Gujarat,2020-04-20,-89,-57,-69,-65,-69,36,196,26,8
Gujarat,2020-04-21,-88,-57,-69,-63,-69,34,239,8,19
Gujarat,2020-04-22,-89,-58,-70,-64,-69,34,229,40,13
Gujarat,2020-04-23,-89,-58,-70,-64,-69,36,217,79,9
Gujarat,2020-04-24,-88,-56,-69,-64,-68,35,191,7,15
Gujarat,2020-04-25,-89,-58,-71,-64,-67,36,256,17,6
Gujarat,2020-04-26,-88,-57,-75,-62,-47,27,230,31,18
Gujarat,2020-04-27,-87,-55,-69,-63,-65,35,247,81,11
Gujarat,2020-04-28,-87,-54,-69,-61,-65,32,226,40,19
Gujarat,2020-04-29,-87,-54,-68,-60,-65,33,308,93,16
Gujarat,2020-04-30,-87,-54,-68,-61,-64,34,313,86,17
Gujarat,2020-05-01,-87,-53,-69,-62,-64,33,326,123,22
Gujarat,2020-05-02,-87,-54,-70,-61,-60,33,333,160,26
Gujarat,2020-05-03,-88,-57,-74,-62,-46,26,374,146,28
Gujarat,2020-05-04,-85,-49,-68,-60,-60,32,376,153,29
Gujarat,2020-05-05,-85,-49,-68,-59,-61,31,441,186,49
Gujarat,2020-05-06,-84,-45,-68,-55,-60,30,380,119,28
Gujarat,2020-05-07,-84,-47,-68,-58,-61,31,388,209,29
Gujarat,2020-05-08,-84,-46,-68,-58,-60,31,390,163,24
Gujarat,2020-05-09,-86,-51,-70,-60,-60,33,394,219,23
Gujarat,2020-05-10,-87,-57,-74,-61,-43,25,398,454,21
Gujarat,2020-05-11,-85,-51,-67,-60,-60,32,347,235,20
Gujarat,2020-05-12,-85,-51,-68,-58,-60,31,362,466,24
Gujarat,2020-05-13,-85,-52,-67,-57,-59,30,364,316,29
Gujarat,2020-05-14,-84,-49,-67,-57,-59,29,324,191,20
Gujarat,2020-05-15,-83,-44,-66,-55,-57,29,340,282,20
Gujarat,2020-05-16,-84,-45,-68,-55,-53,30,1057,273,19
Gujarat,2020-05-17,-85,-51,-73,-57,-37,24,391,191,34
Gujarat,2020-05-18,-82,-42,-66,-54,-54,29,366,305,35
Gujarat,2020-05-19,-78,-34,-66,-48,-49,25,395,239,25
Gujarat,2020-05-20,-76,-29,-65,-44,-47,24,398,176,30
Gujarat,2020-05-21,-76,-27,-65,-44,-46,24,371,269,24
Gujarat,2020-05-22,-76,-26,-65,-44,-44,24,363,392,29
Gujarat,2020-05-23,-77,-28,-67,-46,-43,24,396,289,27
Gujarat,2020-05-24,-78,-33,-71,-46,-25,19,394,243,29
Gujarat,2020-05-25,-76,-29,-64,-46,-49,25,405,224,30
Gujarat,2020-05-26,-74,-26,-65,-42,-42,21,361,501,27
Gujarat,2020-05-27,-74,-25,-64,-40,-41,21,376,410,23
Gujarat,2020-05-28,-74,-24,-64,-41,-41,21,367,454,22
Gujarat,2020-05-29,-73,-23,-64,-41,-39,21,372,608,20
Gujarat,2020-05-30,-74,-25,-66,-42,-33,20,412,621,27
Gujarat,2020-05-31,-76,-31,-70,-43,-17,16,438,689,31
Gujarat,2020-06-01,-67,-11,-63,-34,-32,17,423,861,25
Gujarat,2020-06-02,-67,-12,-63,-33,-34,16,415,1114,29
Gujarat,2020-06-03,-67,-12,-63,-31,-33,16,485,318,30
Gujarat,2020-06-04,-66,-10,-63,-31,-32,16,492,455,33
Gujarat,2020-06-05,-65,-11,-62,-32,-31,16,510,344,35
Gujarat,2020-06-06,-65,-10,-64,-32,-26,15,498,313,29
Gujarat,2020-06-07,-68,-21,-68,-33,-16,14,480,319,30
Gujarat,2020-06-08,-63,-9,-62,-31,-28,15,477,321,31
Gujarat,2020-06-09,-61,-6,-62,-28,-29,14,470,409,33
Gujarat,2020-06-10,-60,-5,-62,-26,-29,14,510,370,34
Gujarat,2020-06-11,-58,-2,-60,-27,-29,14,513,366,38
Gujarat,2020-06-12,-59,-3,-61,-29,-29,14,495,392,31
Gujarat,2020-06-13,-60,-3,-62,-29,-28,15,517,390,33
Gujarat,2020-06-14,-64,-17,-66,-32,-17,14,511,442,29
Gujarat,2020-06-15,-58,-3,-60,-29,-28,14,514,339,28
Gujarat,2020-06-16,-57,-2,-60,-26,-29,13,524,418,28
Gujarat,2020-06-17,-57,-3,-61,-26,-29,13,520,348,27
Gujarat,2020-06-18,-57,-4,-60,-28,-29,13,510,389,31
Gujarat,2020-06-19,-57,-3,-60,-28,-28,14,540,340,27
Gujarat,2020-06-20,-58,-4,-61,-28,-23,13,539,535,20
Gujarat,2020-06-21,-65,-24,-67,-35,-18,15,580,655,25
Gujarat,2020-06-22,-55,1,-59,-26,-28,13,563,560,21
Gujarat,2020-06-23,-55,-3,-60,-25,-32,13,549,604,26
Haryana,2020-03-21,-29,-8,-16,-28,-18,7,2,0,0
Haryana,2020-03-22,-76,-77,-62,-73,-52,20,0,0,0
Haryana,2020-03-23,-49,-28,-30,-60,-60,22,7,11,0
Haryana,2020-03-24,-66,-50,-48,-72,-71,26,2,0,0
Haryana,2020-03-25,-76,-68,-59,-79,-76,31,1,0,0
Haryana,2020-03-26,-75,-67,-59,-78,-75,32,1,0,0
Haryana,2020-03-27,-77,-70,-62,-80,-76,34,1,0,0
Haryana,2020-03-28,-76,-68,-60,-77,-71,29,2,0,0
Haryana,2020-03-29,-76,-68,-62,-75,-51,21,0,0,0
Haryana,2020-03-30,-73,-64,-57,-78,-73,31,1,6,0
Haryana,2020-03-31,-73,-65,-57,-77,-73,29,7,0,0
Haryana,2020-04-01,-75,-68,-59,-79,-74,31,0,10,0
Haryana,2020-04-02,-75,-67,-59,-78,-74,31,6,0,0
Haryana,2020-04-03,-74,-66,-58,-79,-72,31,9,0,0
Haryana,2020-04-04,-75,-66,-60,-78,-67,28,26,1,0
Haryana,2020-04-05,-75,-67,-61,-76,-47,20,6,0,0
Haryana,2020-04-06,-73,-64,-56,-79,-73,31,20,0,2
Haryana,2020-04-07,-75,-57,-50,-74,-72,29,33,2,0
Haryana,2020-04-08,-76,-57,-53,-76,-73,31,24,1,0
Haryana,2020-04-09,-76,-57,-54,-76,-72,32,3,0,0
Haryana,2020-04-10,-76,-57,-53,-76,-72,33,6,4,0
Haryana,2020-04-11,-78,-60,-56,-76,-68,30,3,0,0
Haryana,2020-04-12,-78,-62,-59,-74,-47,21,16,8,1
Haryana,2020-04-13,-75,-57,-52,-76,-71,32,1,7,0
Haryana,2020-04-14,-75,-58,-51,-74,-73,30,2,4,0
Haryana,2020-04-15,-76,-54,-55,-74,-70,30,6,2,0
Haryana,2020-04-16,-83,-46,-90,-72,-70,31,11,8,0
Haryana,2020-04-17,-84,-47,-90,-73,-70,33,8,21,0
Haryana,2020-04-18,-85,-50,-91,-73,-64,28,9,14,0
Haryana,2020-04-19,-85,-51,-91,-71,-44,21,18,4,0
Haryana,2020-04-20,-83,-44,-90,-73,-67,31,1,37,0
Haryana,2020-04-21,-82,-44,-90,-71,-68,29,4,6,0
Haryana,2020-04-22,-83,-46,-90,-73,-69,30,9,11,0
Haryana,2020-04-23,-83,-46,-90,-73,-68,31,6,12,0
Haryana,2020-04-24,-83,-45,-90,-73,-67,32,5,16,0
Haryana,2020-04-25,-83,-45,-90,-72,-63,29,12,5,0
Haryana,2020-04-26,-84,-49,-91,-70,-42,21,9,8,0
Haryana,2020-04-27,-82,-41,-90,-72,-66,31,5,14,0
Haryana,2020-04-28,-81,-42,-90,-70,-66,28,7,11,0
Haryana,2020-04-29,-82,-42,-89,-71,-66,30,3,1,0
Haryana,2020-04-30,-82,-43,-88,-71,-65,30,28,10,1
Haryana,2020-05-01,-82,-43,-89,-72,-65,31,18,6,0
Haryana,2020-05-02,-82,-43,-89,-70,-59,28,19,1,1
Haryana,2020-05-03,-83,-48,-90,-70,-39,20,66,3,0
Haryana,2020-05-04,-77,-30,-87,-67,-59,27,75,9,1
Haryana,2020-05-05,-76,-31,-87,-65,-58,26,31,2,0
Haryana,2020-05-06,-75,-26,-87,-63,-57,26,46,4,1
Haryana,2020-05-07,-75,-28,-87,-63,-56,27,31,0,0
Haryana,2020-05-08,-75,-27,-87,-63,-53,27,22,19,1
Haryana,2020-05-09,-75,-28,-88,-62,-48,24,28,11,1
Haryana,2020-05-10,-79,-40,-89,-65,-33,18,28,10,1
Haryana,2020-05-11,-72,-21,-86,-61,-50,24,27,37,1
Haryana,2020-05-12,-72,-23,-86,-59,-51,23,50,5,0
Haryana,2020-05-13,-72,-22,-86,-60,-50,24,13,76,0
Haryana,2020-05-14,-72,-23,-86,-60,-49,23,25,21,0
Haryana,2020-05-15,-71,-21,-86,-59,-47,23,36,25,2
Haryana,2020-05-16,-72,-22,-87,-57,-41,21,33,50,0
Haryana,2020-05-17,-76,-34,-88,-61,-28,16,23,48,1
Haryana,2020-05-18,-68,-14,-85,-56,-44,21,18,36,0
Haryana,2020-05-19,-67,-15,-85,-54,-45,20,36,29,0
Haryana,2020-05-20,-66,-14,-84,-54,-44,21,29,21,0
Haryana,2020-05-21,-65,-13,-84,-54,-42,21,37,33,0
Haryana,2020-05-22,-66,-14,-84,-55,-41,21,37,25,2
Haryana,2020-05-23,-66,-14,-85,-54,-36,18,64,44,0
Haryana,2020-05-24,-72,-29,-87,-57,-24,15,53,15,0
Haryana,2020-05-25,-62,-8,-83,-55,-48,21,29,37,0
Haryana,2020-05-26,-63,-10,-84,-51,-40,18,92,22,0
Haryana,2020-05-27,-64,-10,-84,-52,-40,19,76,14,2
Haryana,2020-05-28,-64,-12,-84,-53,-39,19,123,43,1
Haryana,2020-05-29,-65,-16,-84,-54,-39,20,217,59,0
Haryana,2020-05-30,-64,-10,-85,-51,-30,16,202,31,1
Haryana,2020-05-31,-72,-31,-87,-57,-20,14,168,77,0
Haryana,2020-06-01,-59,0,-83,-48,-36,17,265,7,1
Haryana,2020-06-02,-60,-5,-83,-48,-37,16,296,14,2
Haryana,2020-06-03,-61,-6,-83,-49,-37,17,302,20,0
Haryana,2020-06-04,-61,-8,-83,-49,-35,17,327,34,1
Haryana,2020-06-05,-59,-7,-80,-50,-36,18,316,86,0
Haryana,2020-06-06,-60,-7,-81,-48,-27,14,355,71,0
Haryana,2020-06-07,-68,-25,-83,-52,-19,13,496,194,4
Haryana,2020-06-08,-56,0,-79,-47,-34,15,406,226,11
Haryana,2020-06-09,-57,-5,-79,-46,-35,15,355,107,6
Haryana,2020-06-10,-57,-5,-79,-47,-36,15,370,381,7
Haryana,2020-06-11,-56,-4,-79,-47,-34,15,389,73,12
Haryana,2020-06-12,-56,-3,-79,-47,-34,16,366,214,6
Haryana,2020-06-13,-56,-3,-79,-45,-30,14,415,328,8
Haryana,2020-06-14,-65,-22,-82,-50,-18,11,459,200,10
Haryana,2020-06-15,-53,1,-78,-47,-35,14,514,562,12
Haryana,2020-06-16,-54,-3,-78,-46,-36,13,550,183,18
Haryana,2020-06-17,-56,-4,-79,-48,-36,15,560,204,12
Haryana,2020-06-18,-56,-7,-79,-49,-35,15,386,604,4
Haryana,2020-06-19,-56,-6,-78,-49,-34,15,525,333,10
Haryana,2020-06-20,-57,-7,-79,-48,-27,12,480,239,5
Haryana,2020-06-21,-68,-31,-83,-56,-21,13,412,429,11
Haryana,2020-06-22,-51,3,-76,-46,-35,14,390,359,9
